team,season,name,gameId,opposingTeam,home_or_away,situation,penaltiesFor,penaltiesAgainst,delta,total
DET,2008,DET,2008020201,N.J,HOME,all,4,5,1,9
N.J,2008,N.J,2008020201,DET,AWAY,all,5,4,1,9
CGY,2008,CGY,2008020202,CBJ,AWAY,all,12,11,1,23
CBJ,2008,CBJ,2008020202,CGY,HOME,all,11,12,1,23
COL,2008,COL,2008020203,NSH,HOME,all,7,9,2,16
NSH,2008,NSH,2008020203,COL,AWAY,all,9,7,2,16
ARI,2008,ARI,2008020204,FLA,HOME,all,0,7,7,7
FLA,2008,FLA,2008020204,ARI,AWAY,all,7,0,7,7
MIN,2008,MIN,2008020205,VAN,AWAY,all,8,5,3,13
VAN,2008,VAN,2008020205,MIN,HOME,all,5,8,3,13
S.J,2008,S.J,2008020206,DAL,HOME,all,4,4,0,8
DAL,2008,DAL,2008020206,S.J,AWAY,all,4,4,0,8
STL,2008,STL,2008020207,L.A,AWAY,all,7,5,2,12
L.A,2008,L.A,2008020207,STL,HOME,all,5,7,2,12
CAR,2008,CAR,2008020208,ATL,HOME,all,3,5,2,8
ATL,2008,ATL,2008020208,CAR,AWAY,all,5,3,2,8
N.J,2008,N.J,2008020209,EDM,HOME,all,4,3,1,7
EDM,2008,EDM,2008020209,N.J,AWAY,all,3,4,1,7
CGY,2008,CGY,2008020210,CHI,AWAY,all,10,10,0,20
CHI,2008,CHI,2008020210,CGY,HOME,all,10,10,0,20
ARI,2008,ARI,2008020211,S.J,HOME,all,6,8,2,14
S.J,2008,S.J,2008020211,ARI,AWAY,all,8,6,2,14
ANA,2008,ANA,2008020212,FLA,HOME,all,5,5,0,10
FLA,2008,FLA,2008020212,ANA,AWAY,all,5,5,0,10
NYR,2008,NYR,2008020213,EDM,HOME,all,6,7,1,13
EDM,2008,EDM,2008020213,NYR,AWAY,all,7,6,1,13
T.B,2008,T.B,2008020214,WSH,AWAY,all,3,5,2,8
WSH,2008,WSH,2008020214,T.B,HOME,all,5,3,2,8
NYI,2008,NYI,2008020215,PHI,HOME,all,4,8,4,12
PHI,2008,PHI,2008020215,NYI,AWAY,all,8,4,4,12
PIT,2008,PIT,2008020216,DET,AWAY,all,5,5,0,10
DET,2008,DET,2008020216,PIT,HOME,all,5,5,0,10
MTL,2008,MTL,2008020217,OTT,HOME,all,6,6,0,12
OTT,2008,OTT,2008020217,MTL,AWAY,all,6,6,0,12
CGY,2008,CGY,2008020218,TOR,HOME,all,4,1,3,5
TOR,2008,TOR,2008020218,CGY,AWAY,all,1,4,3,5
DAL,2008,DAL,2008020219,L.A,AWAY,all,7,6,1,13
L.A,2008,L.A,2008020219,DAL,HOME,all,6,7,1,13
S.J,2008,S.J,2008020220,NSH,HOME,all,3,8,5,11
NSH,2008,NSH,2008020220,S.J,AWAY,all,8,3,5,11
BUF,2008,BUF,2008020221,STL,HOME,all,4,6,2,10
STL,2008,STL,2008020221,BUF,AWAY,all,6,4,2,10
NYR,2008,NYR,2008020222,N.J,AWAY,all,6,9,3,15
N.J,2008,N.J,2008020222,NYR,HOME,all,9,6,3,15
WSH,2008,WSH,2008020223,CAR,AWAY,all,7,5,2,12
CAR,2008,CAR,2008020223,WSH,HOME,all,5,7,2,12
CBJ,2008,CBJ,2008020224,ARI,HOME,all,6,6,0,12
ARI,2008,ARI,2008020224,CBJ,AWAY,all,6,6,0,12
T.B,2008,T.B,2008020225,FLA,AWAY,all,7,6,1,13
FLA,2008,FLA,2008020225,T.B,HOME,all,6,7,1,13
BOS,2008,BOS,2008020226,CHI,AWAY,all,9,8,1,17
CHI,2008,CHI,2008020226,BOS,HOME,all,8,9,1,17
COL,2008,COL,2008020227,VAN,AWAY,all,4,5,1,9
VAN,2008,VAN,2008020227,COL,HOME,all,5,4,1,9
MTL,2008,MTL,2008020228,BOS,AWAY,all,5,3,2,8
BOS,2008,BOS,2008020228,MTL,HOME,all,3,5,2,8
NYI,2008,NYI,2008020229,OTT,AWAY,all,8,5,3,13
OTT,2008,OTT,2008020229,NYI,HOME,all,5,8,3,13
PIT,2008,PIT,2008020230,PHI,HOME,all,4,7,3,11
PHI,2008,PHI,2008020230,PIT,AWAY,all,7,4,3,11
DET,2008,DET,2008020231,T.B,AWAY,all,4,5,1,9
T.B,2008,T.B,2008020231,DET,HOME,all,5,4,1,9
ARI,2008,ARI,2008020232,MIN,AWAY,all,8,6,2,14
MIN,2008,MIN,2008020232,ARI,HOME,all,6,8,2,14
L.A,2008,L.A,2008020233,DAL,AWAY,all,5,9,4,14
DAL,2008,DAL,2008020233,L.A,HOME,all,9,5,4,14
EDM,2008,EDM,2008020234,TOR,HOME,all,4,4,0,8
TOR,2008,TOR,2008020234,EDM,AWAY,all,4,4,0,8
S.J,2008,S.J,2008020235,CGY,HOME,all,6,10,4,16
CGY,2008,CGY,2008020235,S.J,AWAY,all,10,6,4,16
WSH,2008,WSH,2008020236,N.J,HOME,all,2,0,2,2
N.J,2008,N.J,2008020236,WSH,AWAY,all,0,2,2,2
CBJ,2008,CBJ,2008020237,BUF,AWAY,all,8,3,5,11
BUF,2008,BUF,2008020237,CBJ,HOME,all,3,8,5,11
CAR,2008,CAR,2008020238,ATL,AWAY,all,8,7,1,15
ATL,2008,ATL,2008020238,CAR,HOME,all,7,8,1,15
DET,2008,DET,2008020239,FLA,AWAY,all,3,4,1,7
FLA,2008,FLA,2008020239,DET,HOME,all,4,3,1,7
STL,2008,STL,2008020240,CHI,AWAY,all,11,10,1,21
CHI,2008,CHI,2008020240,STL,HOME,all,10,11,1,21
NSH,2008,NSH,2008020241,ANA,AWAY,all,5,6,1,11
ANA,2008,ANA,2008020241,NSH,HOME,all,6,5,1,11
MTL,2008,MTL,2008020242,PHI,HOME,all,3,5,2,8
PHI,2008,PHI,2008020242,MTL,AWAY,all,5,3,2,8
WSH,2008,WSH,2008020243,N.J,AWAY,all,4,2,2,6
N.J,2008,N.J,2008020243,WSH,HOME,all,2,4,2,6
OTT,2008,OTT,2008020244,NYI,AWAY,all,7,7,0,14
NYI,2008,NYI,2008020244,OTT,HOME,all,7,7,0,14
BOS,2008,BOS,2008020245,NYR,AWAY,all,6,3,3,9
NYR,2008,NYR,2008020245,BOS,HOME,all,3,6,3,9
TOR,2008,TOR,2008020246,VAN,AWAY,all,8,12,4,20
VAN,2008,VAN,2008020246,TOR,HOME,all,12,8,4,20
PIT,2008,PIT,2008020247,BUF,HOME,all,5,6,1,11
BUF,2008,BUF,2008020247,PIT,AWAY,all,6,5,1,11
CBJ,2008,CBJ,2008020248,MIN,AWAY,all,3,1,2,4
MIN,2008,MIN,2008020248,CBJ,HOME,all,1,3,2,4
ARI,2008,ARI,2008020249,DAL,HOME,all,5,5,0,10
DAL,2008,DAL,2008020249,ARI,AWAY,all,5,5,0,10
EDM,2008,EDM,2008020250,COL,HOME,all,4,4,0,8
COL,2008,COL,2008020250,EDM,AWAY,all,4,4,0,8
NSH,2008,NSH,2008020251,L.A,AWAY,all,3,3,0,6
L.A,2008,L.A,2008020251,NSH,HOME,all,3,3,0,6
CAR,2008,CAR,2008020252,T.B,HOME,all,4,5,1,9
T.B,2008,T.B,2008020252,CAR,AWAY,all,5,4,1,9
STL,2008,STL,2008020253,MTL,HOME,all,9,9,0,18
MTL,2008,MTL,2008020253,STL,AWAY,all,9,9,0,18
PHI,2008,PHI,2008020254,ATL,HOME,all,3,4,1,7
ATL,2008,ATL,2008020254,PHI,AWAY,all,4,3,1,7
CHI,2008,CHI,2008020255,S.J,HOME,all,7,6,1,13
S.J,2008,S.J,2008020255,CHI,AWAY,all,6,7,1,13
L.A,2008,L.A,2008020256,ANA,AWAY,all,4,5,1,9
ANA,2008,ANA,2008020256,L.A,HOME,all,5,4,1,9
VAN,2008,VAN,2008020257,NYI,AWAY,all,6,5,1,11
NYI,2008,NYI,2008020257,VAN,HOME,all,5,6,1,11
OTT,2008,OTT,2008020258,NYR,AWAY,all,4,4,0,8
NYR,2008,NYR,2008020258,OTT,HOME,all,4,4,0,8
EDM,2008,EDM,2008020260,DET,AWAY,all,6,6,0,12
DET,2008,DET,2008020260,EDM,HOME,all,6,6,0,12
NSH,2008,NSH,2008020261,S.J,HOME,all,12,11,1,23
S.J,2008,S.J,2008020261,NSH,AWAY,all,11,12,1,23
MIN,2008,MIN,2008020262,PIT,AWAY,all,4,3,1,7
PIT,2008,PIT,2008020262,MIN,HOME,all,3,4,1,7
CAR,2008,CAR,2008020263,MTL,HOME,all,6,5,1,11
MTL,2008,MTL,2008020263,CAR,AWAY,all,5,6,1,11
EDM,2008,EDM,2008020264,CBJ,AWAY,all,7,3,4,10
CBJ,2008,CBJ,2008020264,EDM,HOME,all,3,7,4,10
FLA,2008,FLA,2008020265,T.B,AWAY,all,2,4,2,6
T.B,2008,T.B,2008020265,FLA,HOME,all,4,2,2,6
ARI,2008,ARI,2008020266,CHI,HOME,all,7,9,2,16
CHI,2008,CHI,2008020266,ARI,AWAY,all,9,7,2,16
COL,2008,COL,2008020267,CGY,AWAY,all,9,3,6,12
CGY,2008,CGY,2008020267,COL,HOME,all,3,9,6,12
BUF,2008,BUF,2008020268,BOS,AWAY,all,8,5,3,13
BOS,2008,BOS,2008020268,BUF,HOME,all,5,8,3,13
NYR,2008,NYR,2008020269,VAN,HOME,all,4,6,2,10
VAN,2008,VAN,2008020269,NYR,AWAY,all,6,4,2,10
WSH,2008,WSH,2008020270,ANA,AWAY,all,9,10,1,19
ANA,2008,ANA,2008020270,WSH,HOME,all,10,9,1,19
N.J,2008,N.J,2008020271,FLA,HOME,all,2,2,0,4
FLA,2008,FLA,2008020271,N.J,AWAY,all,2,2,0,4
ATL,2008,ATL,2008020272,PIT,HOME,all,4,4,0,8
PIT,2008,PIT,2008020272,ATL,AWAY,all,4,4,0,8
OTT,2008,OTT,2008020273,MTL,HOME,all,3,7,4,10
MTL,2008,MTL,2008020273,OTT,AWAY,all,7,3,4,10
MIN,2008,MIN,2008020274,VAN,HOME,all,5,3,2,8
VAN,2008,VAN,2008020274,MIN,AWAY,all,3,5,2,8
CHI,2008,CHI,2008020275,DAL,AWAY,all,3,5,2,8
DAL,2008,DAL,2008020275,CHI,HOME,all,5,3,2,8
CGY,2008,CGY,2008020276,COL,AWAY,all,3,8,5,11
COL,2008,COL,2008020276,CGY,HOME,all,8,3,5,11
DET,2008,DET,2008020277,EDM,AWAY,all,7,7,0,14
EDM,2008,EDM,2008020277,DET,HOME,all,7,7,0,14
L.A,2008,L.A,2008020278,WSH,HOME,all,5,5,0,10
WSH,2008,WSH,2008020278,L.A,AWAY,all,5,5,0,10
FLA,2008,FLA,2008020279,BOS,AWAY,all,4,6,2,10
BOS,2008,BOS,2008020279,FLA,HOME,all,6,4,2,10
NYI,2008,NYI,2008020280,N.J,AWAY,all,8,5,3,13
N.J,2008,N.J,2008020280,NYI,HOME,all,5,8,3,13
CAR,2008,CAR,2008020281,ARI,HOME,all,3,3,0,6
ARI,2008,ARI,2008020281,CAR,AWAY,all,3,3,0,6
PHI,2008,PHI,2008020282,BUF,AWAY,all,6,5,1,11
BUF,2008,BUF,2008020282,PHI,HOME,all,5,6,1,11
T.B,2008,T.B,2008020283,NSH,HOME,all,7,6,1,13
NSH,2008,NSH,2008020283,T.B,AWAY,all,6,7,1,13
STL,2008,STL,2008020284,ANA,HOME,all,9,9,0,18
ANA,2008,ANA,2008020284,STL,AWAY,all,9,9,0,18
VAN,2008,VAN,2008020285,PIT,AWAY,all,13,11,2,24
PIT,2008,PIT,2008020285,VAN,HOME,all,11,13,2,24
OTT,2008,OTT,2008020286,NYR,HOME,all,3,6,3,9
NYR,2008,NYR,2008020286,OTT,AWAY,all,6,3,3,9
BUF,2008,BUF,2008020287,NYI,HOME,all,7,3,4,10
NYI,2008,NYI,2008020287,BUF,AWAY,all,3,7,4,10
CHI,2008,CHI,2008020288,TOR,AWAY,all,3,2,1,5
TOR,2008,TOR,2008020288,CHI,HOME,all,2,3,1,5
MTL,2008,MTL,2008020289,BOS,HOME,all,3,5,2,8
BOS,2008,BOS,2008020289,MTL,AWAY,all,5,3,2,8
ARI,2008,ARI,2008020290,PHI,AWAY,all,3,8,5,11
PHI,2008,PHI,2008020290,ARI,HOME,all,8,3,5,11
ATL,2008,ATL,2008020291,CBJ,HOME,all,5,4,1,9
CBJ,2008,CBJ,2008020291,ATL,AWAY,all,4,5,1,9
STL,2008,STL,2008020292,MIN,AWAY,all,6,2,4,8
MIN,2008,MIN,2008020292,STL,HOME,all,2,6,4,8
ANA,2008,ANA,2008020293,DAL,AWAY,all,12,10,2,22
DAL,2008,DAL,2008020293,ANA,HOME,all,10,12,2,22
DET,2008,DET,2008020294,CGY,AWAY,all,5,4,1,9
CGY,2008,CGY,2008020294,DET,HOME,all,4,5,1,9
COL,2008,COL,2008020295,L.A,AWAY,all,9,8,1,17
L.A,2008,L.A,2008020295,COL,HOME,all,8,9,1,17
WSH,2008,WSH,2008020296,S.J,AWAY,all,8,6,2,14
S.J,2008,S.J,2008020296,WSH,HOME,all,6,8,2,14
NSH,2008,NSH,2008020297,CAR,AWAY,all,9,6,3,15
CAR,2008,CAR,2008020297,NSH,HOME,all,6,9,3,15
T.B,2008,T.B,2008020298,N.J,HOME,all,1,4,3,5
N.J,2008,N.J,2008020298,T.B,AWAY,all,4,1,3,5
ARI,2008,ARI,2008020299,NYR,AWAY,all,3,2,1,5
NYR,2008,NYR,2008020299,ARI,HOME,all,2,3,1,5
DAL,2008,DAL,2008020300,PHI,AWAY,all,1,5,4,6
PHI,2008,PHI,2008020300,DAL,HOME,all,5,1,4,6
NYI,2008,NYI,2008020301,MTL,AWAY,all,6,5,1,11
MTL,2008,MTL,2008020301,NYI,HOME,all,5,6,1,11
FLA,2008,FLA,2008020302,CAR,HOME,all,2,0,2,2
CAR,2008,CAR,2008020302,FLA,AWAY,all,0,2,2,2
WSH,2008,WSH,2008020303,MIN,AWAY,all,6,3,3,9
MIN,2008,MIN,2008020303,WSH,HOME,all,3,6,3,9
DET,2008,DET,2008020304,VAN,AWAY,all,4,4,0,8
VAN,2008,VAN,2008020304,DET,HOME,all,4,4,0,8
COL,2008,COL,2008020305,ANA,AWAY,all,3,5,2,8
ANA,2008,ANA,2008020305,COL,HOME,all,5,3,2,8
NSH,2008,NSH,2008020306,STL,HOME,all,5,6,1,11
STL,2008,STL,2008020306,NSH,AWAY,all,6,5,1,11
ATL,2008,ATL,2008020307,TOR,AWAY,all,10,9,1,19
TOR,2008,TOR,2008020307,ATL,HOME,all,9,10,1,19
L.A,2008,L.A,2008020308,CGY,AWAY,all,14,6,8,20
CGY,2008,CGY,2008020308,L.A,HOME,all,6,14,8,20
BUF,2008,BUF,2008020309,BOS,HOME,all,3,3,0,6
BOS,2008,BOS,2008020309,BUF,AWAY,all,3,3,0,6
NYI,2008,NYI,2008020310,PIT,HOME,all,4,5,1,9
PIT,2008,PIT,2008020310,NYI,AWAY,all,5,4,1,9
ATL,2008,ATL,2008020311,WSH,AWAY,all,4,3,1,7
WSH,2008,WSH,2008020311,ATL,HOME,all,3,4,1,7
CAR,2008,CAR,2008020312,PHI,HOME,all,5,7,2,12
PHI,2008,PHI,2008020312,CAR,AWAY,all,7,5,2,12
ARI,2008,ARI,2008020313,CBJ,AWAY,all,9,7,2,16
CBJ,2008,CBJ,2008020313,ARI,HOME,all,7,9,2,16
T.B,2008,T.B,2008020314,NYR,HOME,all,8,9,1,17
NYR,2008,NYR,2008020314,T.B,AWAY,all,9,8,1,17
N.J,2008,N.J,2008020315,FLA,AWAY,all,5,4,1,9
FLA,2008,FLA,2008020315,N.J,HOME,all,4,5,1,9
DET,2008,DET,2008020316,MTL,HOME,all,3,3,0,6
MTL,2008,MTL,2008020316,DET,AWAY,all,3,3,0,6
MIN,2008,MIN,2008020317,DAL,HOME,all,4,4,0,8
DAL,2008,DAL,2008020317,MIN,AWAY,all,4,4,0,8
STL,2008,STL,2008020318,COL,AWAY,all,3,2,1,5
COL,2008,COL,2008020318,STL,HOME,all,2,3,1,5
EDM,2008,EDM,2008020319,L.A,HOME,all,3,5,2,8
L.A,2008,L.A,2008020319,EDM,AWAY,all,5,3,2,8
CHI,2008,CHI,2008020320,S.J,AWAY,all,3,3,0,6
S.J,2008,S.J,2008020320,CHI,HOME,all,3,3,0,6
TOR,2008,TOR,2008020321,OTT,AWAY,all,4,7,3,11
OTT,2008,OTT,2008020321,TOR,HOME,all,7,4,3,11
CGY,2008,CGY,2008020322,VAN,AWAY,all,4,3,1,7
VAN,2008,VAN,2008020322,CGY,HOME,all,3,4,1,7
BOS,2008,BOS,2008020323,NYI,HOME,all,6,7,1,13
NYI,2008,NYI,2008020323,BOS,AWAY,all,7,6,1,13
PHI,2008,PHI,2008020324,CAR,HOME,all,5,6,1,11
CAR,2008,CAR,2008020324,PHI,AWAY,all,6,5,1,11
T.B,2008,T.B,2008020325,MIN,AWAY,all,2,5,3,7
MIN,2008,MIN,2008020325,T.B,HOME,all,5,2,3,7
ARI,2008,ARI,2008020326,COL,HOME,all,4,4,0,8
COL,2008,COL,2008020326,ARI,AWAY,all,4,4,0,8
CHI,2008,CHI,2008020327,ANA,AWAY,all,2,3,1,5
ANA,2008,ANA,2008020327,CHI,HOME,all,3,2,1,5
WSH,2008,WSH,2008020328,MTL,HOME,all,3,3,0,6
MTL,2008,MTL,2008020328,WSH,AWAY,all,3,3,0,6
PIT,2008,PIT,2008020329,BUF,AWAY,all,5,8,3,13
BUF,2008,BUF,2008020329,PIT,HOME,all,8,5,3,13
NSH,2008,NSH,2008020330,ATL,AWAY,all,4,2,2,6
ATL,2008,ATL,2008020330,NSH,HOME,all,2,4,2,6
NYR,2008,NYR,2008020331,FLA,AWAY,all,7,6,1,13
FLA,2008,FLA,2008020331,NYR,HOME,all,6,7,1,13
CBJ,2008,CBJ,2008020332,DET,AWAY,all,8,9,1,17
DET,2008,DET,2008020332,CBJ,HOME,all,9,8,1,17
DAL,2008,DAL,2008020333,S.J,HOME,all,6,6,0,12
S.J,2008,S.J,2008020333,DAL,AWAY,all,6,6,0,12
EDM,2008,EDM,2008020334,STL,AWAY,all,6,7,1,13
STL,2008,STL,2008020334,EDM,HOME,all,7,6,1,13
CHI,2008,CHI,2008020335,L.A,AWAY,all,5,5,0,10
L.A,2008,L.A,2008020335,CHI,HOME,all,5,5,0,10
DET,2008,DET,2008020336,BOS,AWAY,all,2,4,2,6
BOS,2008,BOS,2008020336,DET,HOME,all,4,2,2,6
TOR,2008,TOR,2008020337,PHI,HOME,all,6,6,0,12
PHI,2008,PHI,2008020337,TOR,AWAY,all,6,6,0,12
BUF,2008,BUF,2008020338,MTL,AWAY,all,6,6,0,12
MTL,2008,MTL,2008020338,BUF,HOME,all,6,6,0,12
OTT,2008,OTT,2008020339,NYI,AWAY,all,5,1,4,6
NYI,2008,NYI,2008020339,OTT,HOME,all,1,5,4,6
WSH,2008,WSH,2008020340,CBJ,AWAY,all,3,5,2,8
CBJ,2008,CBJ,2008020340,WSH,HOME,all,5,3,2,8
PIT,2008,PIT,2008020341,N.J,HOME,all,6,7,1,13
N.J,2008,N.J,2008020341,PIT,AWAY,all,7,6,1,13
MIN,2008,MIN,2008020342,NSH,AWAY,all,9,16,7,25
NSH,2008,NSH,2008020342,MIN,HOME,all,16,9,7,25
COL,2008,COL,2008020343,T.B,HOME,all,6,5,1,11
T.B,2008,T.B,2008020343,COL,AWAY,all,5,6,1,11
S.J,2008,S.J,2008020344,ARI,AWAY,all,5,4,1,9
ARI,2008,ARI,2008020344,S.J,HOME,all,4,5,1,9
CGY,2008,CGY,2008020345,VAN,HOME,all,4,5,1,9
VAN,2008,VAN,2008020345,CGY,AWAY,all,5,4,1,9
FLA,2008,FLA,2008020346,NYR,AWAY,all,7,5,2,12
NYR,2008,NYR,2008020346,FLA,HOME,all,5,7,2,12
ATL,2008,ATL,2008020347,STL,HOME,all,5,3,2,8
STL,2008,STL,2008020347,ATL,AWAY,all,3,5,2,8
DAL,2008,DAL,2008020348,EDM,HOME,all,4,6,2,10
EDM,2008,EDM,2008020348,DAL,AWAY,all,6,4,2,10
ANA,2008,ANA,2008020349,CAR,AWAY,all,3,4,1,7
CAR,2008,CAR,2008020349,ANA,HOME,all,4,3,1,7
NSH,2008,NSH,2008020350,BUF,AWAY,all,2,2,0,4
BUF,2008,BUF,2008020350,NSH,HOME,all,2,2,0,4
CBJ,2008,CBJ,2008020351,VAN,HOME,all,5,9,4,14
VAN,2008,VAN,2008020351,CBJ,AWAY,all,9,5,4,14
DET,2008,DET,2008020352,ANA,HOME,all,2,4,2,6
ANA,2008,ANA,2008020352,DET,AWAY,all,4,2,2,6
COL,2008,COL,2008020353,MIN,AWAY,all,5,4,1,9
MIN,2008,MIN,2008020353,COL,HOME,all,4,5,1,9
TOR,2008,TOR,2008020354,L.A,AWAY,all,6,7,1,13
L.A,2008,L.A,2008020354,TOR,HOME,all,7,6,1,13
T.B,2008,T.B,2008020355,PHI,AWAY,all,8,8,0,16
PHI,2008,PHI,2008020355,T.B,HOME,all,8,8,0,16
FLA,2008,FLA,2008020356,WSH,AWAY,all,4,4,0,8
WSH,2008,WSH,2008020356,FLA,HOME,all,4,4,0,8
ATL,2008,ATL,2008020357,MTL,AWAY,all,3,3,0,6
MTL,2008,MTL,2008020357,ATL,HOME,all,3,3,0,6
DAL,2008,DAL,2008020358,CGY,AWAY,all,1,3,2,4
CGY,2008,CGY,2008020358,DAL,HOME,all,3,1,2,4
L.A,2008,L.A,2008020359,ARI,AWAY,all,5,1,4,6
ARI,2008,ARI,2008020359,L.A,HOME,all,1,5,4,6
S.J,2008,S.J,2008020360,TOR,HOME,all,4,4,0,8
TOR,2008,TOR,2008020360,S.J,AWAY,all,4,4,0,8
ATL,2008,ATL,2008020361,OTT,AWAY,all,8,11,3,19
OTT,2008,OTT,2008020361,ATL,HOME,all,11,8,3,19
PIT,2008,PIT,2008020362,NYR,AWAY,all,4,4,0,8
NYR,2008,NYR,2008020362,PIT,HOME,all,4,4,0,8
MIN,2008,MIN,2008020363,STL,HOME,all,3,5,2,8
STL,2008,STL,2008020363,MIN,AWAY,all,5,3,2,8
ANA,2008,ANA,2008020364,CHI,AWAY,all,5,3,2,8
CHI,2008,CHI,2008020364,ANA,HOME,all,3,5,2,8
DAL,2008,DAL,2008020365,EDM,AWAY,all,5,3,2,8
EDM,2008,EDM,2008020365,DAL,HOME,all,3,5,2,8
NYR,2008,NYR,2008020366,MTL,AWAY,all,6,5,1,11
MTL,2008,MTL,2008020366,NYR,HOME,all,5,6,1,11
PHI,2008,PHI,2008020367,N.J,HOME,all,6,9,3,15
N.J,2008,N.J,2008020367,PHI,AWAY,all,9,6,3,15
WSH,2008,WSH,2008020368,NYI,HOME,all,9,6,3,15
NYI,2008,NYI,2008020368,WSH,AWAY,all,6,9,3,15
PIT,2008,PIT,2008020369,CAR,AWAY,all,5,3,2,8
CAR,2008,CAR,2008020369,PIT,HOME,all,3,5,2,8
BOS,2008,BOS,2008020370,T.B,AWAY,all,3,1,2,4
T.B,2008,T.B,2008020370,BOS,HOME,all,1,3,2,4
BUF,2008,BUF,2008020371,FLA,AWAY,all,2,4,2,6
FLA,2008,FLA,2008020371,BUF,HOME,all,4,2,2,6
DET,2008,DET,2008020372,VAN,HOME,all,4,7,3,11
VAN,2008,VAN,2008020372,DET,AWAY,all,7,4,3,11
NSH,2008,NSH,2008020373,COL,HOME,all,4,6,2,10
COL,2008,COL,2008020373,NSH,AWAY,all,6,4,2,10
ARI,2008,ARI,2008020374,TOR,HOME,all,5,5,0,10
TOR,2008,TOR,2008020374,ARI,AWAY,all,5,5,0,10
CBJ,2008,CBJ,2008020375,S.J,AWAY,all,6,2,4,8
S.J,2008,S.J,2008020375,CBJ,HOME,all,2,6,4,8
VAN,2008,VAN,2008020376,MIN,AWAY,all,6,6,0,12
MIN,2008,MIN,2008020376,VAN,HOME,all,6,6,0,12
STL,2008,STL,2008020377,CGY,HOME,all,6,6,0,12
CGY,2008,CGY,2008020377,STL,AWAY,all,6,6,0,12
DAL,2008,DAL,2008020378,COL,HOME,all,3,3,0,6
COL,2008,COL,2008020378,DAL,AWAY,all,3,3,0,6
L.A,2008,L.A,2008020379,EDM,HOME,all,3,4,1,7
EDM,2008,EDM,2008020379,L.A,AWAY,all,4,3,1,7
TOR,2008,TOR,2008020380,WSH,HOME,all,2,4,2,6
WSH,2008,WSH,2008020380,TOR,AWAY,all,4,2,2,6
N.J,2008,N.J,2008020381,MTL,AWAY,all,5,4,1,9
MTL,2008,MTL,2008020381,N.J,HOME,all,4,5,1,9
OTT,2008,OTT,2008020382,PIT,HOME,all,4,3,1,7
PIT,2008,PIT,2008020382,OTT,AWAY,all,3,4,1,7
NYI,2008,NYI,2008020383,ATL,HOME,all,11,9,2,20
ATL,2008,ATL,2008020383,NYI,AWAY,all,9,11,2,20
PHI,2008,PHI,2008020384,CAR,AWAY,all,9,6,3,15
CAR,2008,CAR,2008020384,PHI,HOME,all,6,9,3,15
FLA,2008,FLA,2008020385,BOS,HOME,all,3,2,1,5
BOS,2008,BOS,2008020385,FLA,AWAY,all,2,3,1,5
CHI,2008,CHI,2008020386,DET,AWAY,all,3,3,0,6
DET,2008,DET,2008020386,CHI,HOME,all,3,3,0,6
T.B,2008,T.B,2008020387,BUF,HOME,all,10,10,0,20
BUF,2008,BUF,2008020387,T.B,AWAY,all,10,10,0,20
MIN,2008,MIN,2008020388,NSH,AWAY,all,4,4,0,8
NSH,2008,NSH,2008020388,MIN,HOME,all,4,4,0,8
STL,2008,STL,2008020389,ARI,HOME,all,9,9,0,18
ARI,2008,ARI,2008020389,STL,AWAY,all,9,9,0,18
S.J,2008,S.J,2008020390,EDM,HOME,all,5,3,2,8
EDM,2008,EDM,2008020390,S.J,AWAY,all,3,5,2,8
L.A,2008,L.A,2008020391,CBJ,HOME,all,5,3,2,8
CBJ,2008,CBJ,2008020391,L.A,AWAY,all,3,5,2,8
WSH,2008,WSH,2008020392,CAR,AWAY,all,4,7,3,11
CAR,2008,CAR,2008020392,WSH,HOME,all,7,4,3,11
CGY,2008,CGY,2008020393,NYR,AWAY,all,4,2,2,6
NYR,2008,NYR,2008020393,CGY,HOME,all,2,4,2,6
CHI,2008,CHI,2008020394,ARI,HOME,all,9,9,0,18
ARI,2008,ARI,2008020394,CHI,AWAY,all,9,9,0,18
VAN,2008,VAN,2008020395,COL,AWAY,all,5,6,1,11
COL,2008,COL,2008020395,VAN,HOME,all,6,5,1,11
CBJ,2008,CBJ,2008020396,ANA,AWAY,all,6,8,2,14
ANA,2008,ANA,2008020396,CBJ,HOME,all,8,6,2,14
BOS,2008,BOS,2008020397,T.B,HOME,all,4,7,3,11
T.B,2008,T.B,2008020397,BOS,AWAY,all,7,4,3,11
TOR,2008,TOR,2008020398,NYI,HOME,all,4,5,1,9
NYI,2008,NYI,2008020398,TOR,AWAY,all,5,4,1,9
FLA,2008,FLA,2008020399,OTT,AWAY,all,4,6,2,10
OTT,2008,OTT,2008020399,FLA,HOME,all,6,4,2,10
BUF,2008,BUF,2008020400,PIT,AWAY,all,7,4,3,11
PIT,2008,PIT,2008020400,BUF,HOME,all,4,7,3,11
STL,2008,STL,2008020401,NSH,HOME,all,3,6,3,9
NSH,2008,NSH,2008020401,STL,AWAY,all,6,3,3,9
PHI,2008,PHI,2008020402,NYI,HOME,all,5,4,1,9
NYI,2008,NYI,2008020402,PHI,AWAY,all,4,5,1,9
MTL,2008,MTL,2008020403,CGY,HOME,all,6,4,2,10
CGY,2008,CGY,2008020403,MTL,AWAY,all,4,6,2,10
NSH,2008,NSH,2008020404,VAN,HOME,all,10,8,2,18
VAN,2008,VAN,2008020404,NSH,AWAY,all,8,10,2,18
